Date,Last,Settlement Price,Change,% Change,Bid,Ask,Open Interest,Volume
09/22/2005,5.805,5.805,0.027,0.48,,,"167,007.000","31,400.000"
09/21/2005,5.778,5.778,0.058,1.01,,,"165,691.000","52,789.000"
09/20/2005,5.720,5.720,-0.040,-0.69,,,"166,387.000","30,784.000"
09/19/2005,5.760,5.760,0.048,0.83,,,"165,854.000","31,733.000"
09/16/2005,5.713,5.713,0.025,0.44,,,"169,374.000","32,697.000"
09/15/2005,5.688,5.688,-0.115,-1.98,,,"171,521.000","42,758.000"
09/14/2005,5.802,5.802,-0.058,-0.98,,,"170,920.000","41,295.000"
09/13/2005,5.860,5.860,0.010,0.17,,,"171,603.000","34,324.000"
09/12/2005,5.850,5.850,-0.050,-0.85,,,"174,407.000","47,767.000"
09/09/2005,5.900,5.900,-0.105,-1.75,,,"177,042.000","38,141.000"
09/08/2005,6.005,6.005,-0.057,-0.95,,,"176,769.000","31,006.000"
09/07/2005,6.063,6.063,-0.080,-1.30,,,"179,635.000","38,845.000"
09/06/2005,6.142,6.142,0.153,2.55,,,"179,092.000","42,223.000"
09/02/2005,5.990,5.990,-0.080,-1.32,,,"180,256.000","31,967.000"
09/01/2005,6.070,6.070,0.082,1.38,,,"178,943.000","43,995.000"
08/31/2005,5.988,5.988,-0.122,-2.00,,,"178,658.000","59,869.000"
08/30/2005,6.110,6.110,0.050,0.83,,,"178,867.000","62,708.000"
08/29/2005,6.060,6.060,0.040,0.66,,,"176,741.000","34,336.000"
08/26/2005,6.020,6.020,0.043,0.71,,,"177,621.000","38,576.000"
08/25/2005,5.977,5.977,-0.150,-2.45,,,"177,491.000","58,690.000"
08/24/2005,6.128,6.128,-0.077,-1.25,,,"178,458.000","25,541.000"
08/23/2005,6.205,6.205,0.032,0.53,,,"176,740.000","35,863.000"
08/22/2005,6.173,6.173,0.098,1.60,,,"177,951.000","30,987.000"
08/19/2005,6.075,6.075,-0.128,-2.06,,,"179,599.000","55,520.000"
08/18/2005,6.202,6.202,-0.045,-0.72,,,"180,319.000","31,003.000"
08/17/2005,6.247,6.247,-0.003,-0.04,,,"180,747.000","41,286.000"
08/16/2005,6.250,6.250,0.052,0.85,,,"181,356.000","42,747.000"
08/15/2005,6.198,6.198,-0.282,-4.36,,,"185,737.000","76,347.000"
08/12/2005,6.480,6.480,-0.023,-0.35,,,"183,045.000","54,060.000"
08/11/2005,6.503,6.503,-0.025,-0.38,,,"182,439.000","27,941.000"
08/10/2005,6.528,6.528,0.000,0.00,,,"183,636.000","39,811.000"
08/09/2005,6.528,6.528,-0.180,-2.68,,,"186,276.000","51,088.000"
08/08/2005,6.707,6.707,0.017,0.26,,,"185,636.000","41,974.000"
08/05/2005,6.690,6.690,-0.135,-1.98,,,"193,518.000","78,899.000"
08/04/2005,6.825,6.825,0.010,0.15,,,"193,392.000","34,521.000"
08/03/2005,6.815,6.815,-0.230,-3.26,,,"196,373.000","53,987.000"
08/02/2005,7.045,7.045,0.170,2.47,,,"190,876.000","53,803.000"
08/01/2005,6.875,6.875,0.008,0.11,,,"191,567.000","40,825.000"
07/29/2005,6.867,6.867,-0.115,-1.65,,,"190,115.000","50,603.000"
07/28/2005,6.983,6.983,0.118,1.71,,,"187,239.000","39,975.000"
07/27/2005,6.865,6.865,-0.025,-0.36,,,"187,050.000","34,429.000"
07/26/2005,6.890,6.890,0.065,0.95,,,"187,023.000","66,316.000"
07/25/2005,6.825,6.825,0.030,0.44,,,"184,824.000","50,634.000"
07/22/2005,6.795,6.795,0.000,0.00,,,"183,729.000","43,305.000"
07/21/2005,6.795,6.795,-0.150,-2.16,,,"189,110.000","57,988.000"
07/20/2005,6.945,6.945,0.035,0.51,,,"186,702.000","58,793.000"
07/19/2005,6.910,6.910,-0.368,-5.05,,,"191,358.000","77,443.000"
07/18/2005,7.278,7.278,-0.037,-0.51,,,"191,365.000","48,400.000"
07/15/2005,7.315,7.315,0.005,0.07,,,"191,573.000","41,279.000"
07/14/2005,7.310,7.310,0.060,0.83,,,"188,061.000","62,944.000"
07/13/2005,7.250,7.250,0.125,1.75,,,"185,445.000","49,218.000"
07/12/2005,7.125,7.125,0.110,1.57,,,"184,097.000","51,430.000"
07/11/2005,7.015,7.015,0.135,1.96,,,"182,476.000","49,537.000"
07/08/2005,6.880,6.880,-0.195,-2.76,,,"185,920.000","55,104.000"
07/07/2005,7.075,7.075,-0.020,-0.28,,,"186,283.000","56,485.000"
07/06/2005,7.095,7.095,-0.185,-2.54,,,"186,562.000","47,915.000"
07/05/2005,7.280,7.280,0.420,6.12,,,"185,811.000","66,727.000"
07/01/2005,6.860,6.860,0.198,2.96,,,"187,276.000","46,528.000"
06/30/2005,6.662,6.662,-0.227,-3.30,,,"192,335.000","74,106.000"
06/29/2005,6.890,6.890,0.030,0.44,,,"196,530.000","64,326.000"
06/28/2005,6.860,6.860,-0.297,-4.16,,,"197,586.000","104,638.000"
06/27/2005,7.157,7.157,-0.500,-6.53,,,"199,919.000","80,753.000"
06/24/2005,7.657,7.657,0.202,2.72,,,"190,905.000","66,464.000"
06/23/2005,7.455,7.455,-0.085,-1.13,,,"181,586.000","66,601.000"
06/22/2005,7.540,7.540,0.010,0.13,,,"176,459.000","65,045.000"
06/21/2005,7.530,7.530,-0.045,-0.59,,,"170,888.000","72,692.000"
06/20/2005,7.575,7.575,0.160,2.16,,,"166,348.000","80,087.000"
06/17/2005,7.415,7.415,0.210,2.91,,,"154,207.000","70,675.000"
06/16/2005,7.205,7.205,0.180,2.56,,,"141,947.000","66,621.000"
06/15/2005,7.025,7.025,0.128,1.85,,,"117,235.000","52,046.000"
06/14/2005,6.898,6.898,0.093,1.36,,,"123,190.000","60,698.000"
06/13/2005,6.805,6.805,0.142,2.14,,,"131,654.000","61,795.000"
06/10/2005,6.662,6.662,-0.070,-1.04,,,"143,028.000","57,033.000"
06/09/2005,6.733,6.733,0.057,0.86,,,"152,336.000","55,218.000"
06/08/2005,6.675,6.675,-0.072,-1.07,,,"159,543.000","50,785.000"
06/07/2005,6.747,6.747,-0.030,-0.44,,,"163,436.000","48,293.000"
06/06/2005,6.778,6.778,0.025,0.37,,,"166,750.000","55,424.000"
06/03/2005,6.753,6.753,0.068,1.01,,,"169,293.000","43,597.000"
06/02/2005,6.685,6.685,-0.168,-2.44,,,"173,195.000","53,518.000"
06/01/2005,6.852,6.852,0.050,0.74,,,"170,364.000","65,328.000"
05/31/2005,6.802,6.802,0.125,1.87,,,"168,985.000","66,243.000"
05/27/2005,6.677,6.677,-0.083,-1.22,,,"169,079.000","47,836.000"
05/26/2005,6.760,6.760,0.095,1.43,,,"164,593.000","62,939.000"
05/25/2005,6.665,6.665,0.210,3.25,,,"159,456.000","79,568.000"
05/24/2005,6.455,6.455,0.055,0.86,,,"160,566.000","36,682.000"
05/23/2005,6.400,6.400,0.080,1.27,,,"154,107.000","59,585.000"
05/20/2005,6.320,6.320,0.028,0.44,,,"153,433.000","34,463.000"
05/19/2005,6.293,6.293,-0.040,-0.63,,,"154,771.000","30,191.000"
05/18/2005,6.332,6.332,0.125,2.01,,,"150,655.000","66,258.000"
05/17/2005,6.207,6.207,-0.028,-0.44,,,"151,145.000","32,529.000"
05/16/2005,6.235,6.235,0.108,1.75,,,"152,580.000","41,271.000"
05/13/2005,6.128,6.128,-0.108,-1.72,,,"155,294.000","72,364.000"
05/12/2005,6.235,6.235,-0.095,-1.50,,,"158,877.000","57,514.000"
05/11/2005,6.330,6.330,-0.010,-0.16,,,"158,818.000","40,772.000"
05/10/2005,6.340,6.340,-0.037,-0.59,,,"159,113.000","39,144.000"
05/09/2005,6.378,6.378,-0.023,-0.35,,,"155,739.000","51,820.000"
05/06/2005,6.400,6.400,0.113,1.79,,,"151,665.000","48,936.000"
05/05/2005,6.287,6.287,0.043,0.68,,,"153,206.000","27,927.000"
05/04/2005,6.245,6.245,-0.010,-0.16,,,"153,311.000","36,531.000"
05/03/2005,6.255,6.255,-0.017,-0.28,,,"153,894.000","43,174.000"
05/02/2005,6.273,6.273,0.010,0.16,,,"152,430.000","50,063.000"
04/29/2005,6.262,6.262,0.010,0.16,,,"150,478.000","47,612.000"
04/28/2005,6.253,6.253,-0.085,-1.34,,,"149,911.000","56,635.000"
04/27/2005,6.338,6.338,-0.097,-1.52,,,"150,539.000","53,957.000"
04/26/2005,6.435,6.435,0.015,0.23,,,"151,029.000","33,108.000"
04/25/2005,6.420,6.420,0.015,0.23,,,"144,304.000","64,096.000"
04/22/2005,6.405,6.405,-0.047,-0.74,,,"143,666.000","25,771.000"
04/21/2005,6.452,6.452,0.063,0.98,,,"142,898.000","38,788.000"
04/20/2005,6.390,6.390,0.000,0.00,,,"137,595.000","64,495.000"
04/19/2005,6.390,6.390,0.227,3.69,,,"125,859.000","71,250.000"
04/18/2005,6.162,6.162,-0.057,-0.92,,,"122,341.000","38,582.000"
04/15/2005,6.220,6.220,-0.010,-0.16,,,"120,339.000","28,469.000"
04/14/2005,6.230,6.230,-0.003,-0.04,,,"117,860.000","35,176.000"
04/13/2005,6.233,6.233,0.057,0.93,,,"95,743.000","30,518.000"
04/12/2005,6.175,6.175,0.008,0.12,,,"105,072.000","47,034.000"
04/11/2005,6.168,6.168,0.048,0.78,,,"112,454.000","45,305.000"
04/08/2005,6.120,6.120,-0.115,-1.84,,,"118,833.000","42,258.000"
04/07/2005,6.235,6.235,0.003,0.04,,,"125,000.000","38,755.000"
04/06/2005,6.233,6.233,0.057,0.93,,,"130,106.000","30,702.000"
04/05/2005,6.175,6.175,0.025,0.41,,,"133,810.000","37,544.000"
04/04/2005,6.150,6.150,0.010,0.16,,,"137,521.000","36,541.000"
04/01/2005,6.140,6.140,-0.135,-2.15,,,"149,709.000","65,600.000"
03/31/2005,6.275,6.275,-0.135,-2.11,,,"154,477.000","62,155.000"
03/30/2005,6.410,6.410,0.170,2.72,,,"155,042.000","41,244.000"
03/29/2005,6.240,6.240,-0.018,-0.28,,,"155,934.000","21,709.000"
03/28/2005,6.258,6.258,-0.030,-0.48,,,"156,437.000","30,732.000"
03/24/2005,6.287,6.287,0.055,0.88,,,"160,146.000","36,089.000"
03/23/2005,6.233,6.233,-0.040,-0.64,,,"161,944.000","56,683.000"
03/22/2005,6.273,6.273,0.008,0.12,,,"163,431.000","34,441.000"
03/21/2005,6.265,6.265,-0.225,-3.47,,,"163,373.000","71,554.000"
03/18/2005,6.490,6.490,-0.225,-3.35,,,"165,881.000","45,406.000"
03/17/2005,6.715,6.715,-0.020,-0.30,,,"166,458.000","84,445.000"
03/16/2005,6.735,6.735,-0.075,-1.10,,,"167,369.000","61,209.000"
03/15/2005,6.810,6.810,0.250,3.81,,,"166,123.000","62,280.000"
03/14/2005,6.560,6.560,-0.065,-0.98,,,"166,834.000","57,072.000"
03/11/2005,6.625,6.625,0.233,3.64,,,"160,465.000","83,734.000"
03/10/2005,6.392,6.392,0.097,1.55,,,"157,592.000","54,628.000"
03/09/2005,6.295,6.295,0.040,0.64,,,"157,883.000","45,535.000"
03/08/2005,6.255,6.255,0.095,1.54,,,"150,130.000","69,545.000"
03/07/2005,6.160,6.160,-0.138,-2.18,,,"152,328.000","51,021.000"
03/04/2005,6.298,6.298,0.025,0.40,,,"150,820.000","53,311.000"
03/03/2005,6.273,6.273,0.000,0.00,,,"152,063.000","51,172.000"
03/02/2005,6.273,6.273,0.140,2.28,,,"153,244.000","62,546.000"
03/01/2005,6.133,6.133,-0.087,-1.41,,,"153,111.000","61,574.000"
02/28/2005,6.220,6.220,0.175,2.89,,,"151,239.000","83,465.000"
02/25/2005,6.045,6.045,0.305,5.31,,,"146,596.000","92,272.000"
02/24/2005,5.740,5.740,-0.085,-1.46,,,"141,433.000","78,267.000"
02/23/2005,5.825,5.825,-0.005,-0.09,,,"135,855.000","68,780.000"
02/22/2005,5.830,5.830,0.273,4.90,,,"128,716.000","103,383.000"
02/18/2005,5.557,5.557,0.027,0.50,,,"123,691.000","85,238.000"
02/17/2005,5.530,5.530,0.183,3.41,,,"117,258.000","74,183.000"
02/16/2005,5.347,5.347,-0.005,-0.09,,,"114,652.000","43,651.000"
02/15/2005,5.352,5.352,-0.005,-0.09,,,"78,745.000","35,323.000"
02/14/2005,5.358,5.358,0.100,1.90,,,"94,639.000","77,919.000"
02/11/2005,5.258,5.258,0.098,1.89,,,"104,554.000","73,493.000"
02/10/2005,5.160,5.160,0.052,1.03,,,"116,129.000","53,239.000"
02/09/2005,5.108,5.108,0.073,1.44,,,"122,212.000","51,468.000"
02/08/2005,5.035,5.035,0.023,0.45,,,"125,277.000","36,024.000"
02/07/2005,5.012,5.012,0.017,0.35,,,"130,172.000","39,167.000"
02/04/2005,4.995,4.995,-0.025,-0.50,,,"130,537.000","32,376.000"
02/03/2005,5.020,5.020,-0.032,-0.64,,,"131,422.000","36,349.000"
02/02/2005,5.052,5.052,-0.018,-0.35,,,"133,914.000","31,050.000"
02/01/2005,5.070,5.070,-0.077,-1.51,,,"132,455.000","48,226.000"
01/31/2005,5.148,5.148,0.008,0.15,,,"134,154.000","40,008.000"
01/28/2005,5.140,5.140,-0.017,-0.34,,,"132,784.000","29,460.000"
01/27/2005,5.157,5.157,-0.073,-1.39,,,"132,580.000","32,895.000"
01/26/2005,5.230,5.230,-0.030,-0.57,,,"133,899.000","28,527.000"
01/25/2005,5.260,5.260,0.060,1.15,,,"137,930.000","45,933.000"
01/24/2005,5.200,5.200,0.032,0.63,,,"137,812.000","35,923.000"
01/21/2005,5.168,5.168,-0.065,-1.24,,,"140,922.000","46,090.000"
01/20/2005,5.233,5.233,0.055,1.06,,,"142,644.000","47,017.000"
01/19/2005,5.177,5.177,0.042,0.83,,,"140,282.000","45,754.000"
01/18/2005,5.135,5.135,-0.060,-1.15,,,"138,466.000","52,654.000"
01/14/2005,5.195,5.195,-0.170,-3.17,,,"132,467.000","62,899.000"
01/13/2005,5.365,5.365,0.027,0.52,,,"131,184.000","54,000.000"
01/12/2005,5.338,5.338,-0.095,-1.75,,,"128,314.000","53,125.000"
01/11/2005,5.432,5.432,-0.053,-0.96,,,"129,381.000","45,426.000"
01/10/2005,5.485,5.485,0.063,1.15,,,"126,365.000","50,190.000"
01/07/2005,5.423,5.423,0.098,1.83,,,"129,808.000","64,591.000"
01/06/2005,5.325,5.325,0.055,1.04,,,"126,150.000","43,688.000"
01/05/2005,5.270,5.270,0.020,0.38,,,"128,272.000","44,148.000"
01/04/2005,5.250,5.250,-0.105,-1.96,,,"124,772.000","68,201.000"
01/03/2005,5.355,5.355,-0.117,-2.15,,,"120,156.000","40,094.000"
12/31/2004,,5.472,0.000,0.00,,,,
12/30/2004,5.472,5.472,0.027,0.51,,,"119,852.000",545.000
12/29/2004,5.445,5.445,-0.023,-0.41,,,"117,626.000","32,841.000"
12/28/2004,5.468,5.468,-0.072,-1.31,,,"114,845.000","30,325.000"
12/27/2004,5.540,5.540,0.057,1.05,,,"112,027.000","29,967.000"
12/23/2004,5.483,5.483,0.033,0.60,,,"108,781.000","22,024.000"
12/22/2004,5.450,5.450,-0.018,-0.32,,,"106,742.000","24,458.000"
12/21/2004,5.468,5.468,-0.017,-0.32,,,"106,245.000","25,554.000"
12/20/2004,5.485,5.485,0.045,0.83,,,"103,887.000","55,390.000"
12/17/2004,5.440,5.440,0.020,0.37,,,"100,991.000","46,390.000"
12/16/2004,5.420,5.420,-0.032,-0.60,,,"99,096.000","36,575.000"
12/15/2004,5.452,5.452,-0.050,-0.91,,,"95,865.000","39,426.000"
12/14/2004,5.503,5.503,0.035,0.64,,,"79,720.000","31,439.000"
12/13/2004,5.468,5.468,0.138,2.58,,,"82,356.000","62,679.000"
12/10/2004,5.330,5.330,0.065,1.23,,,"88,278.000","49,133.000"
12/09/2004,5.265,5.265,-0.028,-0.52,,,"87,981.000","37,045.000"
12/08/2004,5.293,5.293,0.073,1.39,,,"93,615.000","53,139.000"
12/07/2004,5.220,5.220,-0.078,-1.46,,,"94,176.000","45,734.000"
12/06/2004,5.298,5.298,0.040,0.76,,,"95,084.000","34,763.000"
12/03/2004,5.258,5.258,0.050,0.96,,,"98,465.000","41,242.000"
12/02/2004,5.207,5.207,-0.073,-1.37,,,"99,979.000","41,914.000"
12/01/2004,5.280,5.280,-0.067,-1.26,,,"101,932.000","42,296.000"
11/30/2004,5.347,5.347,-0.048,-0.88,,,"102,606.000","40,697.000"
11/29/2004,5.395,5.395,-0.090,-1.64,,,"102,760.000","45,213.000"
11/26/2004,5.485,5.485,-0.055,-0.99,,,"105,774.000","26,536.000"
11/24/2004,5.540,5.540,-0.073,-1.29,,,"104,559.000","31,898.000"
11/23/2004,5.613,5.613,0.068,1.22,,,"106,545.000","38,866.000"
11/22/2004,5.545,5.545,0.040,0.73,,,"107,375.000","28,768.000"
11/19/2004,5.505,5.505,-0.045,-0.81,,,"106,719.000","39,653.000"
11/18/2004,5.550,5.550,0.020,0.36,,,"110,261.000","42,087.000"
11/17/2004,5.530,5.530,0.125,2.31,,,"111,594.000","68,401.000"
11/16/2004,5.405,5.405,0.048,0.89,,,"112,313.000","45,446.000"
11/15/2004,5.358,5.358,0.108,2.05,,,"116,360.000","44,481.000"
11/12/2004,5.250,5.250,0.052,1.01,,,"114,326.000","50,858.000"
11/11/2004,5.198,5.198,-0.052,-1.00,,,"118,204.000","35,302.000"
11/10/2004,5.250,5.250,0.145,2.84,,,"124,241.000","76,605.000"
11/09/2004,5.105,5.105,0.050,0.99,,,"125,318.000","33,930.000"
11/08/2004,5.055,5.055,0.003,0.05,,,"124,787.000","37,419.000"
11/05/2004,5.052,5.052,-0.010,-0.20,,,"124,344.000","36,728.000"
11/04/2004,5.063,5.063,-0.122,-2.36,,,"119,457.000","45,443.000"
11/03/2004,5.185,5.185,-0.070,-1.33,,,"116,366.000","48,756.000"
11/02/2004,5.255,5.255,0.040,0.77,,,"115,699.000","33,559.000"
11/01/2004,5.215,5.215,-0.120,-2.25,,,"111,504.000","50,787.000"
10/29/2004,5.335,5.335,-0.020,-0.37,,,"108,091.000","36,790.000"
10/28/2004,5.355,5.355,0.055,1.04,,,"102,901.000","44,205.000"
10/27/2004,5.300,5.300,-0.090,-1.67,,,"48,938.000","27,693.000"
10/26/2004,5.390,5.390,-0.020,-0.37,,,"62,386.000","39,505.000"
10/25/2004,5.410,5.410,0.110,2.08,,,"69,337.000","53,060.000"
10/22/2004,5.300,5.300,0.020,0.38,,,"104,274.000","36,262.000"
10/21/2004,5.280,5.280,-0.045,-0.85,,,"111,380.000","46,433.000"
10/20/2004,5.325,5.325,0.047,0.90,,,"115,172.000","50,267.000"
10/19/2004,5.278,5.278,0.130,2.53,,,"118,510.000","54,463.000"
10/18/2004,5.148,5.148,0.008,0.15,,,"124,239.000","32,800.000"
10/15/2004,5.140,5.140,-0.015,-0.29,,,"124,968.000","32,368.000"
10/14/2004,5.155,5.155,0.060,1.18,,,"124,083.000","37,589.000"
10/13/2004,5.095,5.095,-0.035,-0.68,,,"128,150.000","43,121.000"
10/12/2004,5.130,5.130,-0.260,-4.82,,,"126,907.000","81,217.000"
10/11/2004,5.390,5.390,0.105,1.99,,,"131,734.000","40,838.000"
10/08/2004,5.285,5.285,0.027,0.52,,,"134,296.000","41,259.000"
10/07/2004,5.258,5.258,-0.005,-0.10,,,"138,171.000","39,457.000"
10/06/2004,5.262,5.262,0.023,0.43,,,"138,964.000","35,967.000"
10/05/2004,5.240,5.240,-0.013,-0.24,,,"137,285.000","48,870.000"
10/04/2004,5.253,5.253,-0.092,-1.73,,,"136,337.000","40,044.000"
10/01/2004,5.345,5.345,0.075,1.42,,,"135,030.000","43,425.000"
09/30/2004,5.270,5.270,-0.065,-1.22,,,"137,247.000","33,712.000"
09/29/2004,5.335,5.335,0.020,0.38,,,"134,609.000","34,291.000"
09/28/2004,5.315,5.315,0.005,0.09,,,"132,760.000","31,774.000"
09/27/2004,5.310,5.310,0.075,1.43,,,"132,560.000","42,897.000"
09/24/2004,5.235,5.235,-0.142,-2.65,,,"133,667.000","41,413.000"
09/23/2004,5.378,5.378,-0.005,-0.09,,,"131,967.000","31,941.000"
09/22/2004,5.383,5.383,-0.040,-0.74,,,"131,971.000","30,422.000"
09/21/2004,5.423,5.423,-0.015,-0.28,,,"130,963.000","26,847.000"
09/20/2004,5.438,5.438,-0.093,-1.67,,,"128,964.000","39,377.000"
09/17/2004,5.530,5.530,-0.043,-0.76,,,"127,932.000","31,165.000"
09/16/2004,5.573,5.573,-0.092,-1.63,,,"128,116.000","37,477.000"
09/15/2004,5.665,5.665,0.010,0.18,,,"126,718.000","26,950.000"
09/14/2004,5.655,5.655,-0.055,-0.96,,,"127,485.000","28,198.000"
09/13/2004,5.710,5.710,-0.010,-0.17,,,"126,538.000","41,792.000"
09/10/2004,5.720,5.720,-0.100,-1.72,,,"126,030.000","52,776.000"
09/09/2004,5.820,5.820,-0.015,-0.26,,,"125,736.000","29,668.000"
09/08/2004,5.835,5.835,0.000,0.00,,,"126,990.000","34,821.000"
09/07/2004,5.835,5.835,-0.287,-4.70,,,"126,003.000","45,254.000"
09/03/2004,6.122,6.122,-0.165,-2.62,,,"127,299.000","39,459.000"
09/02/2004,6.287,6.287,-0.085,-1.33,,,"127,908.000","35,503.000"
09/01/2004,6.372,6.372,0.100,1.59,,,"128,184.000","56,521.000"
08/31/2004,6.273,6.273,0.068,1.09,,,"129,176.000","39,580.000"
08/30/2004,6.205,6.205,0.247,4.15,,,"128,720.000","56,287.000"
08/27/2004,5.957,5.957,-0.108,-1.77,,,"127,300.000","46,430.000"
08/26/2004,6.065,6.065,-0.060,-0.98,,,"126,561.000","32,111.000"
08/25/2004,6.125,6.125,0.063,1.03,,,"125,016.000","59,522.000"
08/24/2004,6.063,6.063,-0.048,-0.78,,,"125,850.000","37,998.000"
08/23/2004,6.110,6.110,0.260,4.44,,,"123,355.000","50,610.000"
08/20/2004,5.850,5.850,-0.045,-0.76,,,"124,650.000","23,839.000"
08/19/2004,5.895,5.895,-0.012,-0.21,,,"123,905.000","39,224.000"
08/18/2004,5.907,5.907,0.067,1.16,,,"123,029.000","35,618.000"
08/17/2004,5.840,5.840,0.153,2.68,,,"121,405.000","40,224.000"
08/16/2004,5.688,5.688,-0.120,-2.07,,,"118,994.000","37,547.000"
08/13/2004,5.807,5.807,-0.045,-0.77,,,"120,379.000","27,410.000"
08/12/2004,5.852,5.852,0.305,5.50,,,"118,179.000","56,627.000"
08/11/2004,5.548,5.548,-0.072,-1.29,,,"119,079.000","30,918.000"
08/10/2004,5.620,5.620,-0.088,-1.53,,,"118,596.000","22,384.000"
08/09/2004,5.707,5.707,0.090,1.60,,,"118,061.000","26,003.000"
08/06/2004,5.617,5.617,-0.095,-1.66,,,"119,347.000","31,315.000"
08/05/2004,5.713,5.713,0.142,2.56,,,"117,021.000","33,365.000"
08/04/2004,5.570,5.570,-0.100,-1.76,,,"118,623.000","36,997.000"
08/03/2004,5.670,5.670,0.010,0.18,,,"115,628.000","38,885.000"
08/02/2004,5.660,5.660,-0.030,-0.53,,,"111,641.000","40,346.000"
07/30/2004,5.690,5.690,-0.157,-2.69,,,"109,921.000","40,582.000"
07/29/2004,5.847,5.847,0.090,1.56,,,"109,302.000","45,387.000"
07/28/2004,5.758,5.758,-0.212,-3.56,,,"108,095.000","43,097.000"
07/27/2004,5.970,5.970,0.000,0.00,,,"107,181.000","46,295.000"
07/26/2004,5.970,5.970,-0.145,-2.37,,,"106,825.000","37,896.000"
07/23/2004,6.115,6.115,0.177,2.99,,,"110,173.000","39,935.000"
07/22/2004,5.938,5.938,-0.182,-2.98,,,"108,396.000","54,014.000"
07/21/2004,6.120,6.120,-0.350,-5.41,,,"103,446.000","51,526.000"
07/20/2004,6.470,6.470,-0.008,-0.12,,,"101,055.000","61,111.000"
07/19/2004,6.477,6.477,0.072,1.13,,,"101,045.000","37,691.000"
07/16/2004,6.405,6.405,-0.050,-0.77,,,"101,371.000","43,923.000"
07/15/2004,6.455,6.455,-0.227,-3.40,,,"100,687.000","41,132.000"
07/14/2004,6.682,6.682,0.270,4.21,,,"100,223.000","44,546.000"
07/13/2004,6.412,6.412,0.003,0.04,,,"99,024.000","37,670.000"
07/12/2004,6.410,6.410,-0.053,-0.81,,,"97,549.000","38,262.000"
07/09/2004,6.463,6.463,-0.075,-1.15,,,"97,194.000","28,487.000"
07/08/2004,6.537,6.537,-0.068,-1.02,,,"95,339.000","35,066.000"
07/07/2004,6.605,6.605,0.085,1.30,,,"88,090.000","56,973.000"
07/06/2004,6.520,6.520,-0.003,-0.04,,,"87,980.000","36,164.000"
07/02/2004,6.523,6.523,-0.153,-2.28,,,"89,303.000","30,625.000"
07/01/2004,6.675,6.675,-0.015,-0.22,,,"89,110.000","37,584.000"
06/30/2004,6.690,6.690,-0.307,-4.39,,,"86,708.000","44,395.000"
06/29/2004,6.997,6.997,0.112,1.63,,,"86,379.000","27,542.000"
06/28/2004,6.885,6.885,-0.210,-2.96,,,"89,320.000","34,849.000"
06/25/2004,7.095,7.095,0.105,1.50,,,"85,472.000","27,237.000"
06/24/2004,6.990,6.990,0.050,0.72,,,"83,915.000","36,882.000"
06/23/2004,6.940,6.940,0.222,3.31,,,"81,351.000","35,268.000"
06/22/2004,6.718,6.718,-0.072,-1.07,,,"79,627.000","33,721.000"
06/21/2004,6.790,6.790,-1.930,-22.13,,,"75,323.000","26,996.000"
06/18/2004,8.720,8.720,0.090,1.04,,,"65,213.000","20,016.000"
06/17/2004,8.630,8.630,-0.065,-0.75,,,"68,597.000","42,120.000"
06/16/2004,8.695,8.695,-0.145,-1.64,,,"72,999.000","43,896.000"
06/15/2004,8.840,8.840,0.115,1.32,,,"84,620.000","39,622.000"
06/14/2004,8.725,8.725,0.255,3.01,,,"85,210.000","47,262.000"
06/10/2004,8.470,8.470,-0.050,-0.59,,,"89,066.000",797.000
06/09/2004,8.520,8.520,0.000,0.00,,,"91,663.000","33,832.000"
06/08/2004,8.520,8.520,0.030,0.35,,,"92,663.000","44,429.000"
06/07/2004,8.490,8.490,0.105,1.25,,,"94,550.000","50,633.000"
06/04/2004,8.385,8.385,0.325,4.03,,,"96,964.000","41,652.000"
06/03/2004,8.060,8.060,-0.435,-5.12,,,"98,325.000","47,776.000"
06/02/2004,8.495,8.495,-0.145,-1.68,,,"100,006.000","44,430.000"
06/01/2004,8.640,8.640,0.500,6.14,,,"101,620.000","24,063.000"
05/28/2004,8.140,8.140,-0.080,-0.97,,,"104,190.000","35,182.000"
05/27/2004,8.220,8.220,-0.500,-5.73,,,"105,583.000","52,563.000"
05/26/2004,8.720,8.720,-0.102,-1.16,,,"107,273.000","44,147.000"
05/25/2004,8.823,8.823,0.163,1.88,,,"108,072.000","42,548.000"
05/24/2004,8.660,8.660,-0.065,-0.74,,,"108,191.000","36,928.000"
05/21/2004,8.725,8.725,0.035,0.40,,,"110,614.000","44,569.000"
05/20/2004,8.690,8.690,-0.385,-4.24,,,"113,480.000","55,195.000"
05/19/2004,9.075,9.075,0.335,3.83,,,"118,788.000","61,408.000"
05/18/2004,8.740,8.740,-0.315,-3.48,,,"122,859.000","67,255.000"
05/17/2004,9.055,9.055,-0.270,-2.90,,,"126,107.000","65,060.000"
05/14/2004,9.325,9.325,-0.500,-5.09,,,"130,714.000","62,501.000"
05/13/2004,9.825,9.825,0.102,1.05,,,"135,682.000","57,055.000"
05/12/2004,9.722,9.722,-0.500,-4.89,,,"134,194.000","90,888.000"
05/11/2004,10.222,10.222,0.097,0.96,,,"133,260.000","31,322.000"
05/10/2004,10.125,10.125,-0.190,-1.84,,,"136,741.000","54,779.000"
05/07/2004,10.315,10.315,0.310,3.10,,,"133,061.000","61,528.000"
05/06/2004,10.005,10.005,-0.195,-1.91,,,"134,208.000","47,495.000"
